pattern,translation,tags
*/NN/*+을/JKO/*,~
*/NN/*+에/JKB/*,at/to ~
*/NN/*+를/JKO/*,~
*/NP/*+는/JX/*,~
*/NN/*+이/JKS/*,~
*/VV/*+고/EC/*,~ and
*/NN/*+가/JKS/*,~
*/VV/*+ᆯ/ETM/*,will ~
*/NN/*+은/JX/*,~
*/VV/*+는/ETM/*,~ing
*/NN/*+는/JX/*,~
*/VV/*+아요/EF/*,~
*/VA/*+ᆫ/ETM/*,~
*/VV/*+았/EP/*+습니다/EF/*,~ed
*/VV/*+았/EP/*+어요/EF/*,~ed
*/NN/*+의/JKG/*,~'s
*/NN/*+에서/JKB/*,from ~
*/VV/*+어요/EF/*,~
*/VV/*+ᆫ다/EF/*,~
*/NN/*+이/VCP/*+ᄇ니다/EF/*,is ~
*/VA/*+은/ETM/*,~
*/NP/*+가/JKS/*,~
*/VV/*+아/EC/*,~
*/VV/*+ᄇ니다/EF/*,~
*/VV/*+ᄇ니다/EC/*,~
*/VV/*+지/EC/*,not ~
*/VA/*+아요/EF/*,~
*/VA/*+어요/EF/*,~
*/VV/*+ᆫ/ETM/*,that was ~ing
*/VA/*+습니다/EF/*,~
*/NN/*+도/JX/*,~ also
*/VV/*+면/EC/*,if/when ~
*/NN/*+으로/JKB/*,toward/using ~
*/VV/*+었/EP/*+습니다/EF/*,~ed
*/VV/*+어/EC/*,~
*/NN/*+로/JKB/*,toward/using ~
*/NP/*+을/JKO/*,~
*/NN/*+이/VCP/*+ㅔ요/EF/*,is ~
*/NN/*+에/JKB/*+는/JX/*,at/to ~
*/VV/*+기/ETN/*,~ing
*/VV/*+습니다/EF/*,~
*/VA/*+게/EC/*,so that ~
*/VV/*+을/ETM/*,will ~
*/VV/*+었/EP/*+어요/EF/*,~ed
*/VV/*+기/ETN/*+로/JKB/*,toward/using ~ing
*/NN/*+들/XSN/*+이/JKS/*,~s
*/VV/*+아서/EC/*,"~, so..."
*/VV/*+려고/EC/*,in order to ~
*/VV/*+ㅏ요/EF/*,~
*/VA/*+다/EF/*,~
*/NN/*+과/JKB/*,~ with
*/NN/*+와/JC/*,~ with
*/NN/*+과/JC/*,~ with
*/NN/*+이/VCP/*+에요/EF/*,is ~
*/VV/*+아야/EC/*,must ~
*/VV/*+요/EF/*,~
*/NN/*+들/XSN/*+은/JX/*,~s
*/VV/*+게/EC/*,so that ~
*/NP/*+를/JKO/*,~
*/VA/*+고/EC/*,~ and
*/VA/*+지/EC/*,not ~
*/VV/*+다/EF/*,~
*/NN/*+이/VCP/*+다/EF/*,is ~
*/VA/*+ᄇ니다/EF/*,~
*/NN/*+이/VCP/*+라고/EC/*,called ~
*/VV/*+았/EP/*+다/EF/*,~ed
*/VV/*+서/EC/*,"[???] ~, so..."
*/VV/*+기/ETN/*+를/JKO/*,~ing
*/VV/*+어야/EC/*,must ~
*/NP/*+은/JX/*,~
*/VV/*+면서/EC/*,while ~
*/VV/*+는다/EF/*,~
*/VV/*+시/EP/*+어요/EF/*,~
*/NP/*+이/JKS/*,~
*/VV/*+야/EC/*,must ~
*/NN/*+에게/JKB/*,to ~
*/VV/*+았/EP/*+나요/EF/*,~ed?
*/VV/*+나요/EF/*,~?
*/NN/*+들/XSN/*+을/JKO/*,~s
*/VV/*+아/EF/*,~
*/VV/*+ᄇ니까/EF/*,~?
*/NP/*+에/JKB/*,at/to ~
*/NN/*+이/VCP/*+었/EP/*+습니다/EF/*,was ~
*/VV/*+러/EC/*,in order to ~
*/NP/*+에게/JKB/*,to ~
*/VV/*+어/EF/*,~
*/NN/*+보다/JKB/*,compared to/than ~
*/VV/*+어서/EC/*,"~, so..."
*/VV/*+었/EP/*+다/EF/*,~ed
*/NN/*+들/XSN/*+과/JC/*,~s with
*/VV/*+은/ETM/*,that was ~ing
*/NN/*+이/VCP/*+야/EF/*,is ~
*/VV/*+았/EP/*+습니까/EF/*,~ed?
*/VV/*+니/EF/*,~?
*/VV/*+ㅓ요/EF/*,~
*/VV/*+ㅏㅆ/EP/*+어요/EF/*,~ed
*/VA/*+었/EP/*+습니다/EF/*,~ed
*/MAG/*+은/JX/*,~
*/VV/*+었/EP/*+나요/EF/*,~
*/VV/*+았/EP/*+어/EF/*,~
*/NN/*+부터/JX/*,starting from ~
*/VV/*+으려고/EC/*,in order to ~
*/VV/*+었/EP/*+어/EF/*,~ed
*/VV/*+었/EP/*+습니까/EF/*,~ed?
*/NN/*+들/XSN/*+에게/JKB/*,to ~s
*/VA/*+을/ETM/*,will be ~
*/VA/*+어/EF/*,~
*/NP/*+서/JKB/*,from ~
*/VV/*+기/ETN/*+ᆯ/JKO/*,~ing
*/NN/*+만/JX/*,~ only
*/NN/*+까지/JX/*,to/until ~
*/VV/*+지만/EC/*,"~, but..."
*/VA/*+요/EF/*,~
*/NP/*+보다/JKB/*,compared to/than ~
*/VV/*+라고/EC/*,command to ~
*/VV/*+으라고/EC/*,command to ~
*/NP/*+에서/JKB/*,from ~
*/NN/*+이/VCP/*+ᆫ가요/EF/*,is ~?
*/VA/*+습니까/EF/*,~?
*/VA/*+기/ETN/*,being ~
*/NP/*+도/JX/*,~ also
*/NP/*+ᆯ/JKO/*,~
*/VV/*+여/EC/*,~
*/VV/*+었/EP/*+다고/EC/*,said that ~ed
*/VV/*+았/EP/*+지만/EC/*,"~ed, but..."
*/VV/*+다고/EC/*,said that ~
*/VA/*+다고/EC/*,said that ~
*/VA/*+ᆯ/ETM/*,will be ~
*/NR/*+시/NNBC/*+에/JKB/*,at ~ o'clock
*/NP/*+에게/JKB/*+는/JX/*,to ~
*/NN/*+처럼/JKB/*,like a ~
*/NN/*+이/JKC/*,~
*/VV/*+ᆫ다고/EC/*,said that ~
*/VV/*+ㄴ다고/EC/*,said that ~
*/VV/*+는가/EF/*,~?
*/VV/*+ᆯ까요/EF/*,shall ~?
*/VV/*+ᆫ다면/EC/*,what if ~?; suppose ~?
*/NP/*+와/JKB/*,~ with
*/NP/*+로/JKB/*,toward/using ~
*/NN/*+이나/JC/*,"~, or"
*/NN/*+이/VCP/*+라/EC/*,that is called ~
*/NN/*+이/VCP/*+ᆫ/ETM/*,being a ~
*/NN/*+들/XSN/*+의/JKG/*,~s'
*/VV/*+어/EC/*+요/JX/*,~
*/VV/*+았/EP/*+기/ETN/*,to have ~ed
*/VV/*+아도/EC/*,"even if ~, still..."
*/VV/*+습니까/EF/*,~?
*/NN/*+하고/JC/*,~ and
*/NN/*+마다/JX/*,every ~
*/VV/*+았/EP/*+는데/EC/*,"~ed, but..."
*/VA/*+어/EC/*+요/JX/*,~
*/VA/*+어/EC/*,~
*/VA/*+아서/EC/*,"~, so..."
*/NR/*+도/JX/*,~ also
*/NN/*+한테/JKB/*,to ~
*/VV/*+였/EP/*+다/EF/*,~ed
*/VV/*+시/EP/*+었/EP/*+다/EF/*,~ed
*/VV/*+시/EP/*+는/ETM/*,~ing
*/VV/*+시/EP/*+고/EC/*,~ and
*/VA/*+지만/EC/*,"~, but..."
*/VA/*+었/EP/*+다/EF/*,was ~
*/VA/*+겠/EP/*+어요/EF/*,"will ~, about to ~"
*/NN/*+들/XSN/*+과/JKB/*,~s with
*/NN/*+께서/JKS/*,~
*/VV/*+었/EP/*+기/ETN/*,to have ~ed
*/VV/*+었/EP/*+고/EC/*,"~ed, and"
*/VV/*+다가/EC/*,while ~ing
*/VV/*+는데/EC/*,"~, but..."
*/VA/*+았/EP/*+습니다/EF/*,was ~
*/VA/*+아/EF/*,~
*/VA/*+나요/EF/*,~?
*/NR/*+는/JX/*,~
*/NN/*+들/XSN/*+만/JX/*,~s only
*/NN/*+들/XSN/*+도/JX/*,~s also
*/VV/*+을까요/EF/*,shall ~?
*/VV/*+었/EP/*+으면/EC/*,if/when ~ed
*/VV/*+았/EP/*+다고/EC/*,said that ~ed
*/VV/*+시/EP/*+었/EP/*+어/EF/*,~ed
*/VV/*+시/EP/*+ᆫ/ETM/*,that was ~ing
